연도,부령조항과,부령조항,질병명,계,4급,5급,6급
2018,정형외과,950 178-라-4)          ,불안정성 대관절,71 ,71 ,,
2018,정형외과,950 178-라-5)-나)     ,불안정성 대관절,4 ,4 ,,
2018,정형외과,950 179-가-3)          ,골수염,2 ,,2 ,
2018,정형외과,950 179-나-2)-가)     ,골수염,2 ,2 ,,
2018,정형외과,950 180                 ,척추 또는 상·하지 대관절에 발생한 결핵이 확진된 경우,1 ,,1 ,
2018,정형외과,950 181-다-2)          ,활액낭염 및 건초염,7 ,7 ,,
2018,정형외과,950 182-가             ,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",37 ,37 ,,
2018,정형외과,950 182-나             ,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",35 ,,35 ,
2018,정형외과,950 182-다             ,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",6 ,,,6.0
2018,정형외과,950 183-나             ,정형외과적 선천성 기형,215 ,215 ,,
2018,정형외과,950 183-다-1)          ,정형외과적 선천성 기형,147 ,,147 ,
2018,정형외과,950 183-다-2)          ,정형외과적 선천성 기형,17 ,,,17.0
2018,정형외과,950 184-가             ,수부 또는 족부의 무혈성 괴사,1 ,1 ,,
2018,정형외과,950 184-나-1)          ,수부 또는 족부의 무혈성 괴사,2 ,2 ,,
2018,정형외과,950 184-나-2)          ,수부 또는 족부의 무혈성 괴사,2 ,,2 ,
2018,정형외과,950 185-나             ,근육손실(결손)및 위축,1 ,1 ,,
2018,정형외과,950 186-가-2)-나)     ,종양,51 ,51 ,,
2018,정형외과,950 186-가-2)-다)     ,종양,17 ,,17 ,
2018,정형외과,950 186-가-2)-라)     ,종양,3 ,,3 ,
2018,정형외과,950 186-나             ,종양,41 ,,,41.0
2018,정형외과,950 186의2-다         ,혈관종,1 ,1 ,,
2018,정형외과,950 186의2-라         ,혈관종,2 ,2 ,,
2018,정형외과,950 187-나             ,대관절강직,3 ,,,3.0
2018,정형외과,950 188                 ,대관절의 진구성 미정복,1 ,,,1.0
2018,정형외과,950 189-가-3)          ,어깨관절의 불안정성,348 ,348 ,,
2018,정형외과,950 189-가-4)          ,어깨관절의 불안정성,5 ,,5 ,
2018,정형외과,950 189-나-3)          ,어깨관절의 불안정성,6 ,6 ,,
2018,정형외과,950 190-나             ,손가락과다증,15 ,15 ,,
2018,정형외과,950 191-나             ,유착된 손가락,2 ,,2 ,
2018,정형외과,950 192-가-1)          ,손가락강직,10 ,10 ,,
2018,정형외과,950 192-나             ,손가락강직,8 ,8 ,,
2018,정형외과,950 193-가             ,손가락강직,26 ,,26 ,
2018,정형외과,950 193-나             ,손가락강직,33 ,33 ,,
2018,정형외과,950 193-다             ,손가락강직,9 ,,9 ,
2018,정형외과,950 194-가-1)          ,손가락강직,3 ,,3 ,
2018,정형외과,950 194-가-2)          ,손가락강직,5 ,5 ,,
2018,정형외과,950 194-나             ,손가락강직,3 ,,3 ,
2018,정형외과,950 195-나-1)          ,운동제한,8 ,8 ,,
2018,정형외과,950 195-나-3)          ,운동제한,10 ,10 ,,
2018,정형외과,950 195-나-5)-나)     ,운동제한,13 ,13 ,,
2018,정형외과,950 195-나-5)-다)     ,운동제한,2 ,,2 ,
2018,정형외과,950 195-다-1)          ,운동제한,4 ,4 ,,
2018,정형외과,950 196-가-1)-가)     ,손가락 결손,7 ,7 ,,
2018,정형외과,950 196-가-1)-나)     ,손가락 결손,8 ,8 ,,
2018,정형외과,950 196-가-2)-가)     ,손가락 결손,12 ,12 ,,
2018,정형외과,950 196-나             ,손가락 결손,6 ,6 ,,
2018,정형외과,950 196-다             ,손가락 결손,2 ,,2 ,
2018,정형외과,950 197-가-1)-가)     ,손가락 결손,2 ,,2 ,
2018,정형외과,950 197-가-1)-나)-1)  ,손가락 결손,1 ,1 ,,
2018,정형외과,950 197-가-1)-나)-2)  ,손가락 결손,4 ,4 ,,
2018,정형외과,950 197-가-2)-가)     ,손가락 결손,2 ,,2 ,
2018,정형외과,950 197-가-2)-나)-2)  ,손가락 결손,2 ,,2 ,
2018,정형외과,950 197-가-3)-가)     ,손가락 결손,2 ,2 ,,
2018,정형외과,950 197-가-3)-나)     ,손가락 결손,2 ,2 ,,
2018,정형외과,950 197-나             ,손가락 결손,3 ,,3 ,
2018,정형외과,950 198-가-1)          ,손가락 결손,2 ,,2 ,
2018,정형외과,950 198-가-2)          ,손가락 결손,1 ,,1 ,
2018,정형외과,950 198-나-1)          ,손가락 결손,1 ,,1 ,
2018,정형외과,950 198-다             ,손가락 결손,4 ,,,4.0
2018,정형외과,950 199                 ,수장관절 원위부 결손,1 ,,,1.0
2018,정형외과,950 203-나             ,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,"1,830 ","1,830 ",,
2018,정형외과,950 203-다             ,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,5 ,,5 ,
2018,정형외과,950 204                 ,전체발가락이 추상지(한쪽)로서 군화착용에 지장이 있는 경우,1 ,1 ,,
2018,정형외과,950 205-나             ,발가락 과다증,19 ,19 ,,
2018,정형외과,950 206-가             ,유착된 발가락,2 ,2 ,,
2018,정형외과,950 207-가-1)-가)     ,발가락 강직,3 ,3 ,,
2018,정형외과,950 207-가-2)          ,발가락 강직,3 ,,3 ,
2018,정형외과,950 207-나-1)-가)     ,발가락 강직,4 ,4 ,,
2018,정형외과,950 207-나-2)          ,발가락 강직,7 ,7 ,,
2018,정형외과,950 208-나-1)          ,하지의 운동제한,1 ,1 ,,
2018,정형외과,950 208-나-1)-가)     ,하지의 운동제한,38 ,38 ,,
2018,정형외과,950 208-나-1)-나)     ,하지의 운동제한,4 ,,4 ,
2018,정형외과,950 208-나-2)-가)     ,하지의 운동제한,7 ,7 ,,
2018,정형외과,950 208-나-2)-나)     ,하지의 운동제한,1 ,,1 ,
2018,정형외과,950 208-다             ,하지의 운동제한,1 ,,1 ,
2018,정형외과,950 208-라-1)          ,하지의 운동제한,2 ,2 ,,
2018,정형외과,950 209-가-2)-가)     ,하지의 결손,6 ,,6 ,
2018,정형외과,950 209-가-2)-나)     ,하지의 결손,2 ,2 ,,
2018,정형외과,950 209-가-3)-가)     ,하지의 결손,3 ,3 ,,
2018,정형외과,950 209-가-4)-가)     ,하지의 결손,3 ,,3 ,
2018,정형외과,950 209-가-4)-나)     ,하지의 결손,2 ,2 ,,
2018,정형외과,950 209-가-5)-가)-2)  ,하지의 결손,1 ,1 ,,
2018,정형외과,950 209-가-5)-나)-2)  ,하지의 결손,2 ,,,2.0
2018,정형외과,950 209-가-6)-가)     ,하지의 결손,1 ,,1 ,
2018,정형외과,950 209-가-7)          ,하지의 결손,1 ,,,1.0
2018,정형외과,950 210-다             ,안짱다리,8 ,8 ,,
2018,정형외과,950 211-나-2)          ,무릎관절 반월상 연골판 질환,105 ,105 ,,
2018,정형외과,950 211-나-3)          ,무릎관절 반월상 연골판 질환,35 ,,35 ,
2018,정형외과,950 212-가             ,박리성 골연골염,152 ,152 ,,
2018,정형외과,950 212-나             ,박리성 골연골염,19 ,,19 ,
2018,정형외과,950 213-나-2)          ,슬개골 연골연화증,25 ,25 ,,
2018,정형외과,950 214-나-2)          ,오스굳씨병,19 ,19 ,,
2018,정형외과,950 215-가             ,고관절 무혈성 괴사,9 ,,9 ,
2018,정형외과,950 215-나             ,고관절 무혈성 괴사,2 ,,,2.0
2018,정형외과,950 216-가             ,레그 깔베 피데스씨병 및 비구 이형성증,36 ,36 ,,
2018,정형외과,950 216-나             ,레그 깔베 피데스씨병 및 비구 이형성증,78 ,,78 ,
2018,정형외과,950 216-다             ,레그 깔베 피데스씨병 및 비구 이형성증,31 ,,31 ,
2018,정형외과,950 216의2-나         ,"대퇴 비구 충돌 증후군(Cam Type, Pincer Type) 및 비구 관절와순 파열",4 ,4 ,,
2018,정형외과,950 217-나             ,하지의 단축,44 ,44 ,,
2018,정형외과,950 217-다             ,하지의 단축,2 ,,2 ,
2018,정형외과,950 218-가-2)          ,골반 및 대퇴골두 골절,3 ,3 ,,
2018,정형외과,950 218-가-3)          ,골반 및 대퇴골두 골절,1 ,,,1.0
2018,정형외과,950 219-나             ,척추골 골절,37 ,37 ,,
2018,정형외과,950 219-다             ,척추골 골절,13 ,,13 ,
2018,정형외과,950 220-나             ,척추측만증,"1,209 ","1,209 ",,
2018,정형외과,950 220-다             ,척추측만증,137 ,,137 ,
2018,정형외과,950 222-나             ,척추의 고도 운동제한·강직,83 ,,83 ,
2018,정형외과,950 223-나             ,척추분리증,22 ,22 ,,
2018,정형외과,950 224-나-1)          ,척추골 전 또는 후 전위증,152 ,152 ,,
2018,정형외과,950 224-다             ,척추골 전 또는 후 전위증,2 ,,2 ,
2018,정형외과,950 227-가-2)-나)-1)  ,상박신경총 및 요천추신경총 마비,2 ,2 ,,
2018,정형외과,950 227-가-2)-나)-2)  ,상박신경총 및 요천추신경총 마비,6 ,,6 ,
2018,정형외과,950 227-가-2)-나)-3)  ,상박신경총 및 요천추신경총 마비,1 ,,,1.0
2018,정형외과,950 228-가-2)-나)-2)  ,말초신경장애,19 ,19 ,,
2018,정형외과,950 228-가-2)-나)-3)  ,말초신경장애,15 ,,15 ,
2018,정형외과,968 174-다             ,골절,2 ,2 ,,
2018,정형외과,968 175-가-1)          ,골절후유증,5 ,5 ,,
2018,정형외과,968 175-나-4)          ,골절후유증,1 ,,1 ,
2018,정형외과,968 175-다-2)          ,골절후유증,5 ,5 ,,
2018,정형외과,968 175-라             ,골절후유증,17 ,17 ,,
2018,정형외과,968 175-마-1)-가)     ,골절후유증,6 ,6 ,,
2018,정형외과,968 175-마-1)-나)     ,골절후유증,2 ,,2 ,
2018,정형외과,968 175-마-2)-나)     ,골절후유증,4 ,4 ,,
2018,정형외과,968 178-가-2)          ,불안정성 대관절,23 ,23 ,,
2018,정형외과,968 178-가-3)          ,불안정성 대관절,276 ,,276 ,
2018,정형외과,968 178-나-2)          ,불안정성 대관절,2 ,,2 ,
2018,정형외과,968 178-다-2)-나)     ,불안정성 대관절,36 ,36 ,,
2018,정형외과,968 178-라-2)          ,불안정성 대관절,2 ,2 ,,
2018,정형외과,968 178-라-3)          ,불안정성 대관절,2 ,2 ,,
2018,정형외과,968 178-라-4)          ,불안정성 대관절,79 ,79 ,,
2018,정형외과,968 178-라-5)-나)     ,불안정성 대관절,5 ,5 ,,
2018,정형외과,968 179-나-2)-가)     ,골수염,1 ,1 ,,
2018,정형외과,968 181-다-2)          ,활액낭염 및 건초염,5 ,5 ,,
2018,정형외과,968 182-가             ,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",24 ,24 ,,
2018,정형외과,968 182-나             ,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",15 ,,15 ,
2018,정형외과,968 182-다             ,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",3 ,,,3.0
2018,정형외과,968 183-나             ,정형외과적 선천성 기형,81 ,81 ,,
2018,정형외과,968 183-다-1)          ,정형외과적 선천성 기형,45 ,,45 ,
2018,정형외과,968 183-다-2)          ,정형외과적 선천성 기형,4 ,,,4.0
2018,정형외과,968 184-가             ,수부 또는 족부의 무혈성 괴사,2 ,2 ,,
2018,정형외과,968 186-가-2)-나)     ,종양,18 ,18 ,,
2018,정형외과,968 186-가-2)-다)     ,종양,1 ,,1 ,
2018,정형외과,968 186-가-2)-라)     ,종양,1 ,,1 ,
2018,정형외과,968 186-나             ,종양,10 ,,,10.0
2018,정형외과,968 186의2-라         ,혈관종,1 ,1 ,,
2018,정형외과,968 187-가             ,대관절강직,1 ,,1 ,
2018,정형외과,968 187-나             ,대관절강직,1 ,,,1.0
2018,정형외과,968 189-가-3)          ,어깨관절의 불안정성,123 ,123 ,,
2018,정형외과,968 189-가-4)          ,어깨관절의 불안정성,4 ,,4 ,
2018,정형외과,968 189-나-3)          ,어깨관절의 불안정성,2 ,2 ,,
2018,정형외과,968 189-나-4)          ,어깨관절의 불안정성,1 ,,1 ,
2018,정형외과,968 190-나             ,손가락과다증,4 ,4 ,,
2018,정형외과,968 191-나             ,유착된 손가락,2 ,,2 ,
2018,정형외과,968 192-가-1)          ,손가락강직,4 ,4 ,,
2018,정형외과,968 192-나             ,손가락강직,2 ,2 ,,
2018,정형외과,968 193-가             ,손가락강직,7 ,,7 ,
2018,정형외과,968 193-나             ,손가락강직,14 ,14 ,,
2018,정형외과,968 193-다             ,손가락강직,4 ,,4 ,
2018,정형외과,968 194-가-1)          ,손가락강직,3 ,,3 ,
2018,정형외과,968 194-가-2)          ,손가락강직,2 ,2 ,,
2018,정형외과,968 194-나             ,손가락강직,1 ,,1 ,
2018,정형외과,968 195-가-2)          ,운동제한,1 ,1 ,,
2018,정형외과,968 195-나-1)          ,운동제한,1 ,1 ,,
2018,정형외과,968 195-나-3)          ,운동제한,8 ,8 ,,
2018,정형외과,968 195-나-5)-나)     ,운동제한,3 ,,3 ,
2018,정형외과,968 195-나-5)-다)     ,운동제한,5 ,,5 ,
2018,정형외과,968 195-다-1)          ,운동제한,2 ,2 ,,
2018,정형외과,968 196-가-1)-가)     ,손가락 결손,5 ,5 ,,
2018,정형외과,968 196-가-1)-나)     ,손가락 결손,3 ,3 ,,
2018,정형외과,968 196-가-2)-가)     ,손가락 결손,1 ,1 ,,
2018,정형외과,968 196-다             ,손가락 결손,1 ,,1 ,
2018,정형외과,968 197-가-1)-나)-1)  ,손가락 결손,1 ,1 ,,
2018,정형외과,968 197-가-1)-나)-2)  ,손가락 결손,1 ,1 ,,
2018,정형외과,968 197-가-2)-가)     ,손가락 결손,1 ,,1 ,
2018,정형외과,968 197-가-2)-나)-2)  ,손가락 결손,1 ,,1 ,
2018,정형외과,968 197-가-3)-가)     ,손가락 결손,1 ,1 ,,
2018,정형외과,968 197-나             ,손가락 결손,3 ,,3 ,
2018,정형외과,968 198-가-1)          ,손가락 결손,1 ,,1 ,
2018,정형외과,968 198-가-2)          ,손가락 결손,2 ,,2 ,
2018,정형외과,968 198-나-1)          ,손가락 결손,1 ,,1 ,
2018,정형외과,968 198-다             ,손가락 결손,2 ,,,2.0
2018,정형외과,968 203-나             ,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,313 ,313 ,,
2018,정형외과,968 203-다             ,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,4 ,,4 ,
2018,정형외과,968 204                 ,전체발가락이 추상지(한쪽)로서 군화착용에 지장이 있는 경우,1 ,1 ,,
2018,정형외과,968 205-나             ,발가락 과다증,8 ,8 ,,
2018,정형외과,968 206-가             ,유착된 발가락,2 ,2 ,,
2018,정형외과,968 207-가-2)          ,발가락 강직,1 ,,1 ,
2018,정형외과,968 207-나-2)          ,발가락 강직,2 ,2 ,,
2018,정형외과,968 208-가-1)-나)     ,하지의 운동제한,1 ,,1 ,
2018,정형외과,968 208-나-1)-가)     ,하지의 운동제한,3 ,3 ,,
2018,정형외과,968 208-나-1)-나)     ,하지의 운동제한,4 ,,4 ,
2018,정형외과,968 208-다             ,하지의 운동제한,2 ,,2 ,
2018,정형외과,968 209-가-2)-나)     ,하지의 결손,1 ,1 ,,
2018,정형외과,968 209-가-4)-가)     ,하지의 결손,1 ,,1 ,
2018,정형외과,968 209-가-6)-가)     ,하지의 결손,1 ,,1 ,
2018,정형외과,968 210-다             ,안짱다리,6 ,6 ,,
2018,정형외과,968 211-나-2)          ,무릎관절 반월상 연골판 질환,37 ,37 ,,
2018,정형외과,968 211-나-3)          ,무릎관절 반월상 연골판 질환,3 ,,3 ,
2018,정형외과,968 211-나-4)          ,무릎관절 반월상 연골판 질환,16 ,,16 ,
2018,정형외과,968 212-가             ,박리성 골연골염,54 ,54 ,,
2018,정형외과,968 212-나             ,박리성 골연골염,17 ,,17 ,
2018,정형외과,968 213-나-2)          ,슬개골 연골연화증,8 ,8 ,,
2018,정형외과,968 214-나-2)          ,오스굳씨병,10 ,10 ,,
2018,정형외과,968 215-가             ,고관절 무혈성 괴사,2 ,,2 ,
2018,정형외과,968 215-나             ,고관절 무혈성 괴사,2 ,,,2.0
2018,정형외과,968 216-가             ,레그 깔베 피데스씨병 및 비구 이형성증,11 ,11 ,,
2018,정형외과,968 216-나             ,레그 깔베 피데스씨병 및 비구 이형성증,17 ,,17 ,
2018,정형외과,968 216-다             ,레그 깔베 피데스씨병 및 비구 이형성증,6 ,,6 ,
2018,정형외과,968 216의2-나         ,"대퇴 비구 충돌 증후군(Cam Type, Pincer Type) 및 비구 관절와순 파열",2 ,2 ,,
2018,정형외과,968 217-나             ,하지의 단축,9 ,9 ,,
2018,정형외과,968 217-다             ,하지의 단축,4 ,,4 ,
2018,정형외과,968 217-라             ,하지의 단축,1 ,,,1.0
2018,정형외과,968 218-가-3)          ,골반 및 대퇴골두 골절,1 ,,,1.0
2018,정형외과,968 219-나             ,척추골 골절,6 ,6 ,,
2018,정형외과,968 219-다             ,척추골 골절,1 ,,1 ,
2018,정형외과,968 220-나             ,척추측만증,217 ,217 ,,
2018,정형외과,968 220-다             ,척추측만증,28 ,,28 ,
2018,정형외과,968 222-나             ,척추의 고도 운동제한·강직,21 ,,21 ,
2018,정형외과,968 223-나             ,척추분리증,11 ,11 ,,
2018,정형외과,968 224-나-1)          ,척추골 전 또는 후 전위증,50 ,50 ,,
2018,정형외과,968 227-가-2)-나)-3)  ,상박신경총 및 요천추신경총 마비,1 ,,,1.0
2018,정형외과,968 227-나             ,상박신경총 및 요천추신경총 마비,2 ,,,2.0
2018,정형외과,968 228-가-2)-나)-2)  ,말초신경장애,4 ,4 ,,
2018,정형외과,968 228-가-2)-나)-3)  ,말초신경장애,13 ,,13 ,
2018,신경외과,851 231-바-2)          ,두부손상,1 ,1 ,,
2018,신경외과,872 231-라             ,두부손상,2 ,2 ,,
2018,신경외과,872 242-나-3)-나)     ,척추질환,1 ,1 ,,
2018,신경외과,907 231-라             ,두부손상,2 ,2 ,,
2018,신경외과,907 231-바             ,두부손상,5 ,5 ,,
2018,신경외과,907 232                 ,신경계통질환과 관계있는 선천성 중추신경계 이상,1 ,,1 ,
2018,신경외과,907 233-나-2)          ,중추신경계 낭종,2 ,2 ,,
2018,신경외과,907 235-가-2)          ,두개골 및 두부 연부조직 종양,1 ,1 ,,
2018,신경외과,907 237-나             ,수두증,1 ,,1 ,
2018,신경외과,907 238-나             ,뇌신경기능 장애,1 ,1 ,,
2018,신경외과,907 239                 ,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,2 ,,2 ,
2018,신경외과,907 240-가             ,중추신경계 종양,3 ,,3 ,
2018,신경외과,907 240-나             ,중추신경계 종양,3 ,,,3.0
2018,신경외과,907 241-가-3)          ,중추신경장애,2 ,,2 ,
2018,신경외과,907 241-나             ,중추신경장애,2 ,,,2.0
2018,신경외과,907 242-가-2)          ,척추질환,1 ,,1 ,
2018,신경외과,907 242-나-3)-나)     ,척추질환,31 ,31 ,,
2018,신경외과,907 245-가-1)          ,척추종양,2 ,2 ,,
2018,신경외과,907 246                 ,난치성 뇌전증,1 ,,1 ,
2018,신경외과,950 231-라             ,두부손상,21 ,21 ,,
2018,신경외과,950 231-바             ,두부손상,69 ,69 ,,
2018,신경외과,950 231-사             ,두부손상,8 ,,8 ,
2018,신경외과,950 232                 ,신경계통질환과 관계있는 선천성 중추신경계 이상,21 ,,21 ,
2018,신경외과,950 233-나             ,중추신경계 낭종,32 ,32 ,,
2018,신경외과,950 233-다             ,중추신경계 낭종,6 ,,6 ,
2018,신경외과,950 234-나-1)          ,두개골 결손이 있는 경우,4 ,4 ,,
2018,신경외과,950 234-나-2)          ,두개골 결손이 있는 경우,7 ,,7 ,
2018,신경외과,950 235-가-2)          ,두개골 및 두부 연부조직 종양,5 ,5 ,,
2018,신경외과,950 235-나             ,두개골 및 두부 연부조직 종양,4 ,,4 ,
2018,신경외과,950 235-다             ,두개골 및 두부 연부조직 종양,2 ,,,2.0
2018,신경외과,950 237-다             ,수두증,15 ,,15 ,
2018,신경외과,950 238-나             ,뇌신경기능 장애,1 ,1 ,,
2018,신경외과,950 238-다             ,뇌신경기능 장애,2 ,,2 ,
2018,신경외과,950 239-나-1           ,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,2 ,2 ,,
2018,신경외과,950 239-나-2           ,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,10 ,,10 ,
2018,신경외과,950 239-다             ,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,88 ,,88 ,
2018,신경외과,950 240-가             ,중추신경계 종양(뇌·척수),67 ,,67 ,
2018,신경외과,950 240-나             ,중추신경계 종양(뇌·척수),77 ,,,77.0
2018,신경외과,950 241-가-2)          ,중추신경장애,2 ,2 ,,
2018,신경외과,950 241-가-3)          ,중추신경장애,3 ,,3 ,
2018,신경외과,950 241-나             ,중추신경장애,10 ,,,10.0
2018,신경외과,950 242-가-1)          ,척추질환,9 ,9 ,,
2018,신경외과,950 242-가-2)          ,척추질환,2 ,,2 ,
2018,신경외과,950 242-가-3)-가)     ,척추질환,4 ,4 ,,
2018,신경외과,950 242-가-3)-나)     ,척추질환,2 ,,2 ,
2018,신경외과,950 242-나-3)-나)     ,척추질환,711 ,711 ,,
2018,신경외과,950 242-나-4)          ,척추질환,18 ,,18 ,
2018,신경외과,950 242-나-5)          ,척추질환,1 ,,1 ,
2018,신경외과,950 243-나             ,척추궁 결손,2 ,,2 ,
2018,신경외과,950 244-가             ,수막류나 수막척수류,3 ,3 ,,
2018,신경외과,950 244-나             ,수막류나 수막척수류,3 ,,3 ,
2018,신경외과,950 245-가-1)          ,척추종양,5 ,5 ,,
2018,신경외과,950 245-가-2)          ,척추종양,3 ,,,3.0
2018,신경외과,950 246                 ,난치성 뇌전증,8 ,,8 ,
2018,신경외과,968 231-라             ,두부손상,6 ,6 ,,
2018,신경외과,968 231-바             ,두부손상,23 ,23 ,,
2018,신경외과,968 232                 ,신경계통질환과 관계있는 선천성 중추신경계 이상,2 ,,2 ,
2018,신경외과,968 233-나             ,중추신경계 낭종,11 ,11 ,,
2018,신경외과,968 233-다             ,중추신경계 낭종,4 ,,4 ,
2018,신경외과,968 234-나-1)          ,두개골 결손이 있는 경우,1 ,1 ,,
2018,신경외과,968 234-나-2)          ,두개골 결손이 있는 경우,4 ,,4 ,
2018,신경외과,968 235-가-2)          ,두개골 및 두부 연부조직 종양,1 ,1 ,,
2018,신경외과,968 235-나             ,두개골 및 두부 연부조직 종양,1 ,,1 ,
2018,신경외과,968 235-다             ,두개골 및 두부 연부조직 종양,1 ,,,1.0
2018,신경외과,968 237-가-1)          ,수두증,1 ,1 ,,
2018,신경외과,968 237-다             ,수두증,4 ,,4 ,
2018,신경외과,968 238-다             ,뇌신경기능 장애,1 ,,1 ,
2018,신경외과,968 239-나-2)          ,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,6 ,,6 ,
2018,신경외과,968 239-다             ,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,20 ,,20 ,
2018,신경외과,968 240-가             ,중추신경계 종양(뇌·척수),15 ,,15 ,
2018,신경외과,968 240-나             ,중추신경계 종양(뇌·척수),18 ,,,18.0
2018,신경외과,968 241-가-2)          ,중추신경장애,2 ,2 ,,
2018,신경외과,968 241-가-3)          ,중추신경장애,2 ,,2 ,
2018,신경외과,968 241-나             ,중추신경장애,4 ,,,4.0
2018,신경외과,968 242-가-1)          ,척추질환,3 ,3 ,,
2018,신경외과,968 242-가-3)-나)     ,척추질환,1 ,,1 ,
2018,신경외과,968 242-나-3)-나)     ,척추질환,221 ,221 ,,
2018,신경외과,968 242-나-4)          ,척추질환,3 ,,3 ,
2018,신경외과,968 244-나             ,수막류나 수막척수류,2 ,,2 ,
2018,신경외과,968 245-가-1)          ,척추종양,1 ,1 ,,
2018,신경외과,968 246                 ,난치성 뇌전증,1 ,,1 ,
2018,흉부외과,851 260-다-2)          ,흉곽기형,1 ,1 ,,
2018,흉부외과,872 268-나-1)          ,심장질환 수술,1 ,,1 ,
2018,흉부외과,907 255-다             ,기흉 또는 혈흉,3 ,3 ,,
2018,흉부외과,907 255-라             ,기흉 또는 혈흉,3 ,3 ,,
2018,흉부외과,907 256-다             ,폐절제술을 한 경우,1 ,,1 ,
2018,흉부외과,907 258-나             ,흉곽출구 증후군,1 ,1 ,,
2018,흉부외과,907 260-나-2)          ,흉곽기형,2 ,2 ,,
2018,흉부외과,907 260-다-2)          ,흉곽기형,7 ,7 ,,
2018,흉부외과,907 260-라-2)          ,흉곽기형,1 ,,1 ,
2018,흉부외과,907 260-마-3)          ,흉곽기형,1 ,,1 ,
2018,흉부외과,907 263-나             ,흉곽손상,1 ,1 ,,
2018,흉부외과,907 264-가-1)          ,식도수술,2 ,2 ,,
2018,흉부외과,907 266-가-2)          ,종격동 종양,2 ,2 ,,
2018,흉부외과,907 268-가-2)          ,심장질환 수술,10 ,10 ,,
2018,흉부외과,907 268-가-3)          ,심장질환 수술,4 ,,4 ,
2018,흉부외과,907 268-가-4)          ,심장질환 수술,3 ,,,3.0
2018,흉부외과,907 268-나-2)          ,심장질환 수술,1 ,,,1.0
2018,흉부외과,907 271-바             ,흉곽대혈관 질환 및 손상,1 ,,1 ,
2018,흉부외과,950 253-가             ,농흉으로 수술적 치료를 한 경우,3 ,3 ,,
2018,흉부외과,950 255-다             ,기흉 또는 혈흉,292 ,292 ,,
2018,흉부외과,950 255-라             ,기흉 또는 혈흉,172 ,172 ,,
2018,흉부외과,950 256-나             ,폐절제술을 한 경우,3 ,3 ,,
2018,흉부외과,950 256-다             ,폐절제술을 한 경우,10 ,,10 ,
2018,흉부외과,950 256-라             ,폐절제술을 한 경우,1 ,,,1.0
2018,흉부외과,950 260-나-2)          ,흉곽기형,43 ,43 ,,
2018,흉부외과,950 260-다-2)          ,흉곽기형,31 ,31 ,,
2018,흉부외과,950 260-마-2)          ,흉곽기형,3 ,3 ,,
2018,흉부외과,950 260-사-1)          ,흉곽기형,3 ,3 ,,
2018,흉부외과,950 260-사-2)          ,흉곽기형,1 ,,1 ,
2018,흉부외과,950 261-나-1)          ,횡격막질환 또는 허니아,8 ,8 ,,
2018,흉부외과,950 261-나-2)          ,횡격막질환 또는 허니아,2 ,,2 ,
2018,흉부외과,950 263-나             ,흉곽손상,3 ,3 ,,
2018,흉부외과,950 264-가-1)          ,식도수술,3 ,3 ,,
2018,흉부외과,950 264-가-2)          ,식도수술,2 ,,2 ,
2018,흉부외과,950 264-다             ,식도수술,1 ,,,1.0
2018,흉부외과,950 265-나             ,흉벽종양 또는 낭종,2 ,,,2.0
2018,흉부외과,950 266-가-2)          ,종격동 종양,16 ,16 ,,
2018,흉부외과,950 266-나             ,종격동 종양,9 ,,,9.0
2018,흉부외과,950 267-나             ,기관 및 폐내 종양,1 ,,,1.0
2018,흉부외과,950 268-가-2)          ,심장질환 수술,313 ,313 ,,
2018,흉부외과,950 268-가-3)          ,심장질환 수술,152 ,,152 ,
2018,흉부외과,950 268-가-4)          ,심장질환 수술,88 ,,,88.0
2018,흉부외과,950 268-가-5)          ,심장질환 수술,31 ,,,31.0
2018,흉부외과,950 268-나-1)          ,심장질환 수술,2 ,,2 ,
2018,흉부외과,950 268-나-2)          ,심장질환 수술,4 ,,,4.0
2018,흉부외과,950 268-나-3)          ,심장질환 수술,3 ,,,3.0
2018,흉부외과,950 269-가             ,심장 종양,2 ,,2 ,
2018,흉부외과,950 270-가             ,심낭질환 수술을 한 경우,1 ,1 ,,
2018,흉부외과,950 271-가             ,흉곽대혈관 질환 및 손상,11 ,11 ,,
2018,흉부외과,950 271-나             ,흉곽대혈관 질환 및 손상,4 ,,4 ,
2018,흉부외과,950 271-다             ,흉곽대혈관 질환 및 손상,4 ,,,4.0
2018,흉부외과,950 271-라             ,흉곽대혈관 질환 및 손상,1 ,,,1.0
2018,흉부외과,950 271-마             ,흉곽대혈관 질환 및 손상,3 ,,3 ,
