계약번호,계약명,업무구분명,계약체결형태명,계약체결방법명,계약체결일자,계약기간,계약기관구분명,계약기관명,계약기관담당부서명,계약기관담당자명,수요기관구분명,수요기관명,대표업체명
KD91AD0HO20,S/P FOR UH-1H(아이알이코리아),외자,총액제,일반경쟁,2019-12-12,2019-12-12~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,Aviation Parts Pro Inc
KD91AD5FO01,의무후송헬기 지원장비,외자,단가제(최저가),일반경쟁,2019-12-12,2019-12-12~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김순미,국가기관,방위사업청,Nano-Tech Aviation Limited
KD91ED0HO09,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-12-12,2019-12-12~2020-07-31,국가기관,방위사업청,미래전력사업국제확정계약팀,박보영,국가기관,방위사업청,KNDS DEFENCE UK LIMITED
KD92BD08O22,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-12-12,2019-12-12~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,Aviation Parts Pro Inc
KD94AD5FO04,MUH-1 SUPPORT EQUIPMENT,외자,단가제(최저가),일반경쟁,2019-12-12,2019-12-12~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김순미,국가기관,방위사업청,Nano-Tech Aviation Limited
KD91AA5UO01,특수작전용무인기(UAV),외자,총액제,협상에의한계약(서류),2019-12-13,2019-12-13~2021-03-31,국가기관,방위사업청,첨단기술총괄계약팀,정명박,국가기관,방위사업청,FlirUnmannedAerialSystems AS
KD91AD5FO03,의무후송헬기 지원장비,외자,단가제(최저가),일반경쟁,2019-12-13,2019-12-13~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김순미,국가기관,방위사업청,snmengineering
KD91BB0BO01,Repair for HALO,외자,내역입찰(최저가),수의계약,2019-12-13,2019-12-13~2020-11-30,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,Leonardo UK Ltd
KD92AB0BO03,P-3CK 레이더 부품정비,외자,내역입찰(최저가),수의계약,2019-12-13,2019-12-13~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이영림,국가기관,방위사업청,ELTA SYSTEMS LTD.
KD93AB0BO11,19~'21 (K)F-16 (Honeywell) 기체 부품정비(B),외자,내역입찰(최저가),수의계약,2019-12-13,2019-12-13~2021-11-30,국가기관,방위사업청,기반전력사업국제계약팀,정하윤,국가기관,방위사업청,"AERO PRECISION INDUSTRIES, LLC."
KD94AD5FO06,MUH-1 SUPPORT EQUIPMENT,외자,단가제(최저가),일반경쟁,2019-12-13,2019-12-13~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김순미,국가기관,방위사업청,snmengineering
KD91AB0BO18,Repair for TOW Missile System,외자,내역입찰(최저가),수의계약,2019-12-16,2019-12-16~2020-11-30,국가기관,방위사업청,기반전력사업국제계약팀,김동환,국가기관,방위사업청,AEROMETALS
KD91AD0HP39,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-12-16,2019-12-16~,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,iMarketKorea Inc.
KD91FB0BO03,Repair Services for BIHO EOTS,외자,내역입찰(최저가),수의계약,2019-12-16,2019-12-16~2020-12-31,국가기관,방위사업청,기반전력사업국제계약팀,김동환,국가기관,방위사업청,Raytheon Company(Space & Airborne Systems)
KD92BD0HO11,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-16,2019-12-16~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD93AM0FO02,E-737 부품구매 한도액계약,외자,내역입찰(최저가),수의계약,2019-12-16,2019-12-16~2022-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최용규,국가기관,방위사업청,THE BOEING COMPANY
KD91AD0HO10,S/P FOR AH-1S(동륭물산),외자,총액제,일반경쟁,2019-12-17,2019-12-17~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,DONGRYUNGMULSAN
KD91AD0HO12,S/P FOR AH-1S(동륭물산),외자,총액제,일반경쟁,2019-12-17,2019-12-17~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,DONGRYUNGMULSAN
KD91AD0HO13,S/P FOR AH-1S(동륭물산),외자,총액제,일반경쟁,2019-12-17,2019-12-17~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,DONGRYUNGMULSAN
KD92BD0HO07,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-17,2019-12-17~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,FN Herstal S.A.
KD92BD0HO09,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-17,2019-12-17~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,FN Herstal S.A.
KD92CD0HS44,S/P for Warships,외자,단가제(최저가),일반경쟁,2019-12-17,2019-12-17~2024-01-19,국가기관,방위사업청,미래전력사업국제확정계약팀,김웅호,국가기관,방위사업청,"W.I. Engineering Co., Ltd"
KD92DD08O07,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-12-17,2019-12-17~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,Newmax Defense Solution LLC
KD93AA5TO01,RC-800B/G 피아식별장비 성능개량사업,외자,리스입찰,협상에의한계약(서류),2019-12-17,2019-12-17~2021-12-31,국가기관,방위사업청,감시전자총괄계약팀,김나연,국가기관,방위사업청,ISRAEL AEROSPACE INDUSTRIES Ltd.
KD93AB0BO12,19~23 C-130H 부품정비(B),외자,내역입찰(최저가),수의계약,2019-12-17,2019-12-17~2023-12-31,국가기관,방위사업청,기반전력사업국제계약팀,정하윤,국가기관,방위사업청,"Lockheed Martin Overseas, LLC"
KD93AD0HO06,"19~'21 PARACHUTE RELEASE, EXPLOSIVE ACTUATED",외자,단가제(최저가),일반경쟁,2019-12-17,2019-12-17~2021-03-31,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,GLOBAL ADVANCE INC
KD93AM0BO08,’19~’20 기상레이더 부품구매(B),외자,내역입찰(최저가),수의계약,2019-12-17,2019-12-17~2020-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),변성훈,국가기관,방위사업청,VAISALA OY
KD93AM0FO03,KT-1 A/C(사출계통) 부품구매 한도액계약,외자,내역입찰(최저가),수의계약,2019-12-17,2019-12-17~2021-07-31,국가기관,방위사업청,기반전력사업국제계약팀,최용규,국가기관,방위사업청,"MARTIN-BAKER AIRCRAFT CO.,LTD."
KD93SE0FO01,탄도유도탄 조기경보레이더 기술지원,외자,내역입찰(최저가),수의계약,2019-12-17,2019-12-17~2020-12-17,국가기관,방위사업청,국제장비계약팀(구:19.09.16),장혜진,국가기관,방위사업청,ELTA SYSTEMS LTD.
KD91AD08P99,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-12-18,2019-12-18~2020-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,DONGRYUNGMULSAN
KD91AD08Q01,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-12-18,2019-12-18~2020-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,DONGRYUNGMULSAN
KD91AM0FO01,CH-47 기체 부품구매 한도액계약,외자,내역입찰(최저가),수의계약,2019-12-18,2019-12-18~2020-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김동환,국가기관,방위사업청,THE BOEING COMPANY
KD92AB0BO04,P-3 항공기 부품정비,외자,내역입찰(최저가),수의계약,2019-12-18,2019-12-18~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이우용,국가기관,방위사업청,"Lockheed Martin Overseas, LLC"
KD92CD0HS40,S/P for Warships,외자,총액제,일반경쟁,2019-12-18,2019-12-18~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김웅호,국가기관,방위사업청,Nano-Tech Aviation Limited
KD92CD0HS41,S/P for Warships,외자,단가제(최저가),일반경쟁,2019-12-18,2019-12-18~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김웅호,국가기관,방위사업청,EURASIA TECH
KD92DD0HO06,S/P FOR COMMUNICATION EQUIPMENT,외자,단가제(최저가),일반경쟁,2019-12-18,2019-12-18~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD91AD0HP40,S/P FOR AH-1S(엠코),외자,총액제,일반경쟁,2019-12-19,2019-12-19~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD91BB0BO04,Repair for EOD Robot,외자,내역입찰(최저가),수의계약,2019-12-19,2019-12-19~2020-11-30,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,Telerob Gesellschaft Fur Fernhantierungstechnik mbH
KD91ED0HO03,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-12-19,2019-12-19~,국가기관,방위사업청,미래전력사업국제확정계약팀,박보영,국가기관,방위사업청,DONGRYUNGMULSAN
KD91KC0HO01,9mm 비관통 보통탄,외자,단가제(최저가),수의계약,2019-12-19,2019-12-19~2020-06-24,국가기관,방위사업청,미래전력사업국제확정계약팀,고예숙,국가기관,방위사업청,Sellier&Bellot a.s.c
KD92AD0HH66,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2019-12-19,2019-12-19~,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"TwoH Co., LTD."
KD92BD0HO05,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-19,2019-12-19~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"UTG co.,LTD"
KD92BD0HO08,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-19,2019-12-19~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,FN Herstal S.A.
KD92CD0HS36,S/P for Warships,외자,총액제,일반경쟁,2019-12-19,2019-12-19~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,RUTC
KD92CD0HS38,S/P for Warships,외자,총액제,일반경쟁,2019-12-19,2019-12-19~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,RUTC
KD93AB0BO13,19~'21년 RC-2000B 부품정비(B),외자,내역입찰(최저가),수의계약,2019-12-19,2019-12-19~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,Dassault Falcon Jet Corp.
KD93AD08O01,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2019-12-19,2019-12-19~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,Dunlop Aircraft Tyres Limited
KD93SE0BO03,중거리공대지유도폭탄(Spice-2000) 기술지원,외자,내역입찰(최저가),수의계약,2019-12-19,2019-12-19~2020-12-26,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정하윤,국가기관,방위사업청,RAFAEL ADVANCED DEFENSE SYSTEMS Ltd.
KD92CD0HS42,S/P for Warships,외자,총액제,일반경쟁,2019-12-20,2019-12-20~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92DD0HO05,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-12-20,2019-12-20~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,EURASIA TECH
KD92DD0HO08,S/P FOR COMMUNICATION EQUIPMENT,외자,단가제(최저가),일반경쟁,2019-12-20,2019-12-20~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD93AA0HO01,항공기 초과저지장비,외자,단가제(최저가),2단계경쟁(동시),2019-12-20,2019-12-20~2020-10-27,국가기관,방위사업청,미래전력사업국제확정계약팀,신승환,국가기관,방위사업청,"Scandinavian Manufacturing, SCAMA AB"
KD91AD0HP35,S/P FOR AH-1S(아이알이),외자,총액제,일반경쟁,2019-12-23,2019-12-23~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,Aviation Parts Pro Inc
KD91AM0BJ05,육군 무장무전기 부품구매 한도액계약,외자,내역입찰(최저가),수의계약,2019-12-23,2019-12-23~2020-12-31,국가기관,방위사업청,기반전력사업국제계약팀,정수진,국가기관,방위사업청,AEROMETALS
KD91GD0HO05,S/P FOR TRACKED VEHICLE (레오이노비젼),외자,총액제,일반경쟁,2019-12-23,2019-12-23~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,LEOINNOVISION
KD92AD0HH67,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-12-23,2019-12-23~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,Nano-Tech Aviation Limited
KD92AM0BA05,S/P FOR LYNX RADAR BOA,외자,내역입찰(최저가),수의계약,2019-12-23,2019-12-23~2022-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이우용,국가기관,방위사업청,Leonardo UK Ltd
KD92BD0HO13,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-23,2019-12-23~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,Coin-Tech.co
KD93AM0BE19,19~'21 C-130H/CN-235 자체보호장비 부품구매,외자,내역입찰(최저가),수의계약,2019-12-23,2019-12-23~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,ELBIT SYSTEMS EW AND SIGINT-ELISRA
KD93KM0FE20,19~'20 SPICE-2000 부품구매,외자,내역입찰(최저가),수의계약,2019-12-23,2019-12-23~2021-10-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최용규,국가기관,방위사업청,RAFAEL ADVANCED DEFENSE SYSTEMS Ltd.
KD93SE0BO04,장거리공대지유도탄(TAURUS)기술지원,외자,내역입찰(최저가),수의계약,2019-12-23,2019-12-23~2023-08-31,국가기관,방위사업청,기반전력사업국제계약팀,정하윤,국가기관,방위사업청,TAURUS Systems GmbH
KD91AA5QO02,보오스코프,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,"TECHSAN ENG CO., Ltd."
KD91AA5QO04,항공기용 정비 작업대,외자,총액제,2단계경쟁(동시),2019-12-24,2019-12-24~2020-06-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,"KODEA Co,. ltd"
KD91AA5QO05,엔진 균형검사기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2021-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,ITS Enterprise Corp.
KD91AA5QO06,다이얼 표시식 장력계,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,iMarketKorea Inc.
KD91AA5QO07,각도용 표시기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2021-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,ITS Enterprise Corp.
KD91AA5QO08,다중계기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2021-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,ITS Enterprise Corp.
KD91AA5QO09,유압식 수동식 잭,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2021-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,ITS Enterprise Corp.
KD91AA5QO10,특수눈금용 계기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-06-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,Logisys Korea
KD91AA5QO11,항법용 시험세트,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-06-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,"R&M Tech, Inc."
KD91AA5QO12,비금속제 호스조립체,외자,총액제,2단계경쟁(동시),2019-12-24,2019-12-24~2020-06-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,snmengineering
KD91AA5QO13,무선표지용 시험세트,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-06-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD91AA5QO14,디지털형 컴퓨터,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD91AA5QO15,장력계(Tensiometer),외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD91AA5QO16,TDR 케이블 시험기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,iMarketKorea Inc.
KD91AA5QO17,타이어 탈거기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,NEW WORLD TRADING CENTER
KD91AA5QO18,헬리콥터 리커버리 키트,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD91AA5QO19,음파탐지기 시험세트,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD91AD0HP46,S/P FOR AH-1S(엠코엔터),외자,총액제,일반경쟁,2019-12-24,2019-12-24~2020-10-31,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD92AA0FO01,Deployable Acoustic System,외자,내역입찰(최저가),수의계약,2019-12-24,2019-12-24~2020-12-10,국가기관,방위사업청,국제장비계약팀(구:19.09.16),김진우,국가기관,방위사업청,General Dynamics Land Systems canada
KD92BD0HO12,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"M.Tech Korea Co., LTD"
KD94AA5QO01,전지용 충전기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD94AA5QO02,응답기 세트용 시험세트,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,H2L Technologies
KD94AA5QO03,TACAN 부대급지원장비,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,"R&M Tech, Inc."
KD94AA5QO04,휴대용 초음파 탐상장비,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,Nawoo Ltd.
KD94AA5QO05,RF 신호 발생기,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,H2L Technologies
KD94AA5QO06,조명등,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),강준혁,국가기관,방위사업청,"WIN-US Rescue ＆ Aviation Co., Ltd."
KD94AA5QO07,NVG 시험세트,외자,단가제(최저가),2단계경쟁(동시),2019-12-24,2019-12-24~2020-09-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),서정현,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD91AB0BO07,Repair for CH-47,외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,THE BOEING COMPANY
KD91AB0BO08,Repair for Helicopter Communication Equipment,외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2020-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,ROCKWELL COLLINS INC
KD91AD0HP26,S/P FOR AH-1S,외자,총액제,일반경쟁,2019-12-26,2019-12-26~2020-10-31,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD91AD0HP41,S/P FOR AH-1S(에스엠엔지니어링)),외자,총액제,일반경쟁,2019-12-26,2019-12-26~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,snmengineering
KD92BD0HO06,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-26,2019-12-26~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"DACAN CO., LTD."
KD92BD0HO14,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2019-12-26,2019-12-26~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,snmengineering
KD92CD0HS45,S/P for Warships,외자,총액제,일반경쟁,2019-12-26,2019-12-26~2020-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김웅호,국가기관,방위사업청,"TwoH Co., LTD."
KD92CM0BS04,S/P FOR SS GENERRATOR BOA,외자,리스입찰,수의계약,2019-12-26,2019-12-26~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,남원석,국가기관,방위사업청,Siemens Energy Global GmbH & Co. KG
KD93AB0BO14,19~20 TAURUS 부품정비(B),외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,정하윤,국가기관,방위사업청,TAURUS Systems GmbH
KD93AM0BE17,19~'21 AS-332 기관 부품구매,외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2021-12-30,국가기관,방위사업청,기반전력사업국제계약팀,장혜진,국가기관,방위사업청,Safran Helicopter Engines Asia
KD93AM0BO09,’19~’20 임차기 자체보호장비 부품구매(B),외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2021-06-30,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,Elbit Systems Electro-Optics Elop Ltd.
KD93KB0BO03,HARPY 부품정비,외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2023-10-31,국가기관,방위사업청,기반전력사업국제계약팀,정하윤,국가기관,방위사업청,ISRAEL AEROSPACE INDUSTRIES Ltd.
KD94RB0BO01,REPAIR FOR NIGHT OWL SYSTEM,외자,내역입찰(최저가),수의계약,2019-12-26,2019-12-26~2021-11-30,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,"General Dynamics Mission Systems, Inc"
KD91AB0BO11,REPAIR FOR KUH Cargo Hook,외자,내역입찰(최저가),수의계약,2019-12-27,2019-12-27~2021-09-30,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,AIR ASIA COMPANY LIMITED
KD91AD0HP47,S/P FOR AH-1S(스카이무역),외자,총액제,일반경쟁,2019-12-27,2019-12-27~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,Sky International
KD91AD0HP48,S/P FOR UH-1H(스카이무역),외자,총액제,일반경쟁,2019-12-27,2019-12-27~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,Sky International
KD92CD0HS35,S/P for Warships,외자,단가제(최저가),일반경쟁,2019-12-27,2019-12-27~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,Aviation Parts Pro Inc
KD92CD0HS37,S/P for Warships,외자,총액제,일반경쟁,2019-12-27,2019-12-27~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,RUTC
KD92CD0HS39,S/P for Warships,외자,총액제,일반경쟁,2019-12-27,2019-12-27~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,RUTC
KD92DD0HO09,S/P FOR COMMUNICATION EQUIPMENT,외자,단가제(최저가),일반경쟁,2019-12-27,2019-12-27~2021-03-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,S&P ENTERPRISES CO.
KD91AD0HO19,S/P FOR AH-1S(아이알이),외자,총액제,일반경쟁,2019-12-30,2019-12-30~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,Aviation Parts Pro Inc
KD91AD0HP45,S/P FOR AH-1S(엠코엔터),외자,총액제,일반경쟁,2019-12-30,2019-12-30~2020-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD0HP49,AH-1S 부속(HJ인터내셔널),외자,총액제,일반경쟁,2019-12-30,2019-12-30~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,DEFENSE SALES INTERNATIONAL
KD91AM0FO02,BOA for UH-60 A/C Spare Parts,외자,내역입찰(최저가),수의계약,2019-12-30,2019-12-30~2020-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김동환,국가기관,방위사업청,SIKORSKY INTERNATIONAL OPERATIONS INC
KD91BB0BO03,Repair services for VECTOR 21,외자,내역입찰(최저가),수의계약,2019-12-30,2019-12-30~2020-12-30,국가기관,방위사업청,기반전력사업국제계약팀,정수진,국가기관,방위사업청,Safran Vectronix AG
KD92AB0BO05,AW-159 부품정비,외자,내역입찰(최저가),수의계약,2019-12-30,2019-12-30~2021-12-31,국가기관,방위사업청,기반전력사업국제계약팀,이우용,국가기관,방위사업청,Leonardo UK Ltd
