집행예정월,판단번호,대표품명,집행유형,계약방법,집행기관,예산금액,입찰방법,진행상태,담당자명
2019-12-13,WAA99933002,NVG 퍼징장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),11996800,총액제,2차공고중,
2019-12-13,BAA99914002,"충전기, 전지용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),27930050,총액제,계약,함송희
2019-12-13,WAA99924002,전자현미경,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1269600,총액제,2차공고중,
2019-12-13,WAA99931002,조명등,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),65998500,총액제,계약,
2019-12-13,WAA99928002,전력계,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),38918300,총액제,2차공고중,
2019-12-13,WAA99922002,"시험세트, 응답기 세트용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),98456100,총액제,계약,
2019-12-13,WAA99930002,RF 신호 발생기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),45975850,총액제,계약,
2019-12-13,WAA99927002,가연성가스지시기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),13954100,총액제,2차공고중,
2019-12-13,WAA99916002,전원 공급기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),157343000,총액제,1차공고중,
2019-12-13,BAA99913002,전원 공급기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),236014500,총액제,1차공고중,함송희
2019-12-13,WAA99918002,휴대용 와전류 탐상장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),53192100,총액제,1차공고중,
2019-12-13,WAA99926002,배유펌프,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),23765900,총액제,2차공고중,
2019-12-13,WAA99932002,NVG 시험세트,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),39999300,총액제,계약,
2019-12-13,WAA99923002,TACAN 부대급지원장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),68797600,총액제,계약,
2019-12-13,WAA99917002,"충전기, 전지용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),83790150,총액제,계약,
2019-12-13,WAA99929002,휴대용 초음파 탐상장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),62969400,총액제,계약,
2019-12-13,WAA99925002,인두기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),22772300,총액제,2차공고중,
2019-12-13,WAA99921002,자외선 방사기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),36222700,총액제,2차공고중,
2019-12-13,BAA99102001,정밀강하용 낙하산,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),349502560,총액제,계약,남원석
2019-12-13,WAA99919002,"교정기, 온도용, 금속블록용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),43203200,총액제,2차공고중,
2019-12-13,BAA99915002,휴대용 와전류 탐상장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),26596050,총액제,1차공고중,함송희
2019-12-13,BAAU9008002,특수작전용무인기(UAV),장비,일반경쟁,첨단기술총괄계약팀,5459430600,총액제,계약,이안구
2019-12-15,BAA99340002,"호스조립체,비금속제",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),89993250,총액제,계약,
2019-12-15,BAA99343002,"시험세트,역탐지살포세트용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),584630100,총액제,2차공고중,
2019-12-15,BAA99341002,"시험세트,무선표지용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),78071200,총액제,계약,
2019-12-15,WAA99338002,진동분석기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),247689300,총액제,1차공고중,
2019-12-15,PSE99237001,수중생환 훈련장비 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),76758000,총액제,계약,이귀천
2019-12-15,BAA99350002,타이어 탈거기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),87432200,총액제,계약,
2019-12-15,WAA99349002,직류 전원공급기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),3496000,총액제,2차공고중,
2019-12-15,BAA99344002,CMDS 부대시험장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),419526900,총액제,2차공고중,
2019-12-15,BAA99348002,"시험세트, 절연감지용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),6665400,총액제,2차공고중,
2019-12-15,BAA99353002,"시험세트,무선기용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),541884600,총액제,2차공고중,
2019-12-15,BAA99355002,교류 전원공급기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),87489700,총액제,2차공고중,
2019-12-15,DAMB9983001,B-737기술도서,한도액부품,수의계약,기반전력사업국제계약팀,435791708,,판단완료,김애리
2019-12-15,BAA99338002,진동분석기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),247689300,총액제,1차공고중,
2019-12-15,BAA99354002,"리커버리 키트,헬리콥터",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1501295100,총액제,계약,
2019-12-15,WAA99342002,"장력계,다이얼 표시식",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),2534600,총액제,계약,
2019-12-15,WAA99336002,"계기,특수눈금용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),17795100,총액제,계약,
2019-12-15,WAA99337002,"시험 세트,항법용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),45540000,총액제,계약,
2019-12-15,WAA99346002,"시험대,유압계통 구성품용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),286912350,총액제,1차공고중,
2019-12-15,WAA99340002,"호스조립체,비금속제",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),59995500,총액제,계약,
2019-12-15,WAA99347002,TDR 케이블 시험기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),37272650,총액제,계약,
2019-12-15,BAA99342002,"장력계,다이얼 표시식",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),15207600,총액제,계약,
2019-12-15,BAA99345002,"세척기,압력식,용제-물용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),165448200,총액제,2차공고중,
2019-12-15,WAA99344002,CMDS 부대시험장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),139842300,총액제,2차공고중,
2019-12-15,WAA99339002,이동용 유압잭,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),76180600,총액제,2차공고중,
2019-12-15,WAA99341002,"시험세트,무선표지용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),19517800,총액제,계약,
2019-12-15,PAMB9978001,항공부품,한도액부품,수의계약,기반전력사업국제계약팀,2784940367,,판단완료,지한구
2019-12-15,BAA99346002,"시험대,유압계통 구성품용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),573824700,총액제,1차공고중,
2019-12-15,WAA99348002,"시험세트, 절연감지용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),3332700,총액제,2차공고중,
2019-12-15,WAA99350002,타이어 탈거기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),87432200,총액제,계약,
2019-12-15,BAA99352002,"컴퓨터,디지털형",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),280857600,총액제,계약,
2019-12-15,BAA99347002,TDR 케이블 시험기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),223635900,총액제,계약,
2019-12-15,BAA99339002,이동용 유압잭,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),114270900,총액제,2차공고중,
2019-12-15,BAA99351002,수리온 수리키트 항공기용 정비용,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),5518160000,총액제,1차공고중,
2019-12-15,BAA99356002,"시험세트, 수중 음파탐지기용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),15235200,총액제,계약,
2019-12-15,WAA99345002,"세척기,압력식,용제-물용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),82724100,총액제,2차공고중,
2019-12-15,WAA99352002,"컴퓨터,디지털형",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),46809600,총액제,계약,
2019-12-15,BAA99349002,직류 전원공급기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),10488000,총액제,2차공고중,
2019-12-15,BAA99336002,"계기,특수눈금용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),53385300,총액제,계약,
2019-12-15,BAA99337002,"시험 세트,항법용",장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),136620000,총액제,계약,
2019-12-17,DAAT9001002,RC-800B/G 피아식별장비 성능개량사업,장비,일반경쟁,감시전자총괄계약팀,21045000000,총액제,계약,김형렬
2019-12-20,DAAH9906001,항공기초과저지장비,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,5737858574,총액제,계약,문선희
2019-12-20,PDA99336002,이동용 음향신호 재생 및 훈련장비,장비,수의계약,국제장비계약팀(구:19.09.16),1607493998,총액제,계약,최안기
2019-12-20,PKAH9100001,EOD 로보트,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,998970280,총액제,2차공고중,이지선
2019-12-20,PBA99934001,폭발물 탐지기(폭약성분분석기),장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),416037600,총액제,계약,박일
2019-12-20,PKC99202001,5.56MM 대인용모사전투탄(적색),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),29700000,단가제,계약,최안기
2019-12-20,DKAH9100001,EOD 로보트,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,998970280,총액제,2차공고중,이지선
2019-12-20,BAA99226002,고도경보기,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),34040391,총액제,계약,남원석
2019-12-20,BNA99215002,경량방탄헬멧,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1718653794,총액제,계약,장현주
2019-12-20,PKC99203001,5.56MM 대인용모사전투탄(녹색),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),29700000,단가제,계약,최안기
2019-12-22,BKCH9908001,교육용탄약,물자,2단계경쟁(동시),미래전력사업국제확정계약팀,38038000,단가제,3차공고중,남원석
2019-12-22,BKCH9907001,교육용탄약,물자,2단계경쟁(동시),미래전력사업국제확정계약팀,38038000,단가제,3차공고중,남원석
2019-12-27,DAA99242001,항공기부양견인장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),3470179980,총액제,계약,김대갑
2019-12-28,WAA99940001,윈치,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),673987490,총액제,2차공고중,남원석
2019-12-29,BKC99939001,9밀리 비관통탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),240667072,단가제,계약,남원석
2019-12-29,WKC99939001,9밀리 비관통탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1723887,단가제,계약,남원석
2019-12-30,PBA99334001,무반동 물포총,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),262648980,총액제,2차공고중,장현주
2019-12-30,BBA99334001,무반동 물포총,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),787946940,총액제,2차공고중,장현주
2019-12-30,DAMB9985001,임차기 자체보호장비 부품정비,한도액부품,수의계약,기반전력사업국제계약팀,201911721,,계약,이지수
2019-12-30,WBA99334001,무반동 물포총,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),105059592,총액제,2차공고중,장현주
2019-12-30,PBMB9993001,해군함정부품,한도액부품,수의계약,기반전력사업국제계약팀,2853887960,,계약,이송이
2019-12-30,DBAS9001002,패트리어트 지상장비 성능개량,장비,2단계경쟁(동시),유도무기총괄계약팀,5694800000,총액제,계약,여창동
2019-12-31,BGM79007001,BMP-III 장갑차 열영상카메라 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),306284000,,계약,황원준
2019-12-31,BAM79004001,CH-47D 부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),2118221082.5,,계약,김세정
2019-12-31,BGM79002001,K9 자주포 엔진 수리부속 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),4173994253,,계약,황원준
2019-12-31,BAM79001001,무인항공기 부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),704233343,,판단완료,김세정
2019-12-31,DBA99241002,장비적재운반용장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),5694800000,총액제,2차공고중,김대갑
2019-12-31,DAA99221002,항공기엔진성능분석기 및 연료/온도측정기,장비,수의계약,국제장비계약팀(구:19.09.16),253785389,총액제,판단완료,문선희
2019-12-31,BGM79005001,K-1 구난전차 부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),169096037,,판단완료,황원준
2019-12-31,DFD89973002,패트리어트 지상장비 성능개량,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1878144367,단가제,2차공고중,정헌우
2019-12-31,BAM79006001,통신 구성품 수리부속(UH-60),한도액부품,수의계약,국제부품계약팀(구:19.09.16),1359600000,,계약,김세정
2019-12-31,BAM79002001,500MD 부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),2824525429,,계약,김세정
2019-12-31,PBMB9986001,해군함정부품,한도액부품,수의계약,기반전력사업국제계약팀,2615657,,계약,이송이
2019-12-31,BGM79001001,"다목적전술차량(K-532,K-533,K-534) 부품구매",한도액부품,수의계약,국제부품계약팀(구:19.09.16),3867361388,,계약,황원준
2019-12-31,BGM79003001,K1 전차 엔진부품,한도액부품,수의계약,기반전력사업국제계약팀,2092981251.6,,계약,황원준
2019-12-31,BAM79008001,무장 수리부속,한도액부품,수의계약,기반전력사업국제계약팀,1373261252,,계약,황원준
2019-12-31,BAM79003001,BO-105 부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),1229079400.2,,계약,김세정
2019-12-31,BGM79004001,K-1 전차 트랜스밋션 부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),158333296,,계약,황원준
2019-12-31,PCM79001001,해군함정부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),496437953,,계약,이송이
2019-12-31,PCM79972001,해군함정부품,한도액부품,수의계약,기반전력사업국제계약팀,6859523297,,계약,이송이
2019-12-31,BABB9015001,CH-47D 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1330364200,,계약,임승관
2019-12-31,BAM79007001,KUH-1 기체 수리부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),3120920704,,계약,김세정
2019-12-31,PCM79971001,해군함정부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),1851570622,,계약,이송이
2019-12-31,BAB49017001,CH-47D HOIST 정비,장비정비,수의계약,기반전력사업국제계약팀,739200000,,계약,임승관
2019-12-31,BAM79005001,UH-60 부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),7627723334,,계약,김세정
2019-12-31,PCM79002001,해군함정부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),966501118,,계약,이송이
2020-03-18,WDAK0003001,휴대용 음파탐지기,장비,2단계경쟁(동시),기동총괄계약팀,180890400,총액제,계약,하태용
2020-03-30,PABB0148001,무인항공기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,440165530,,계약,지한구
2020-04-06,DNAH0826001,다목적 특수소방차,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,1414616724.5,총액제,계약,이지선
2020-05-31,BABB0006001,KUH 구성품 국외정비,장비정비,수의계약,기반전력사업국제계약팀,126502842.9,,계약,임승관
2020-06-20,BBAL0002001,K-9 자주포 둔감뇌관 (DM191A1),장비,수의계약,화력총괄계약팀,214193574,총액제,계약,김세랑
2020-06-20,WBAL0002001,K-9 자주포 둔감뇌관 (DM191A1),장비,수의계약,화력총괄계약팀,50635690,총액제,계약,김세랑
2020-06-30,BEDH0001002,일반장비부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,245683568.2,단가제,부분계약,김주혜
2020-06-30,PDDH0021002,해군통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,957708358.6,단가제,2차공고의뢰중,안소민
2020-06-30,PABB0475001,LYNX 기체통신 부품정비,장비정비,수의계약,기반전력사업국제계약팀,15261886326,,계약,곽종채
2020-06-30,WJOH0804002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,67251184,단가제,계약,이미라
2020-06-30,DABB0101001,BELL-412정비,장비정비,수의계약,기반전력사업국제계약팀,1063109705,,계약,김애리
2020-06-30,DFBB0100001,천궁 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1393320389.3,,계약,김애리
2020-06-30,BBDH0001004,화력장비 부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2480385425,단가제,3차공고의뢰중,김나영
2020-06-30,DAMB0104001,TAC-EO/IR 부품구매(ELTA),한도액부품,수의계약,기반전력사업국제계약팀,1298766190.4,,계약,김애리
2020-06-30,BJOH0801004,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,1174588952.6,단가제,계약,이미라
2020-06-30,BADH0001001,AH-1S 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1459956938.3,단가제,3차공고의뢰중,김나영
2020-06-30,BBDH0001001,화력장비 부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,293365333.1,단가제,3차공고의뢰중,김나영
2020-06-30,BBBB0002001,폭발물처리 로봇,장비정비,수의계약,기반전력사업국제계약팀,194617598,,계약,임승관
2020-06-30,WNCH0006001,패스트로프,물자,일반경쟁,미래전력사업국제확정계약팀,85760182.2,단가제,3차공고중,이영수
2020-06-30,DDBB0100001,탄도탄 조기경보레이다 부품정비,장비정비,수의계약,기반전력사업국제계약팀,513235599.8,,계약,김애리
2020-06-30,BADQ0002001,TAURUS 지원장비 부품정비,(확정)부품,일반경쟁,헬기총괄계약팀,61920312.5,단가제,3차공고중,김순미
2020-06-30,WADQ0002001,상륙기동헬기 지원장비,(확정)부품,일반경쟁,헬기총괄계약팀,61920312.5,단가제,3차공고중,김순미
2020-06-30,BADQ0001001,KUH-1 기체 수리부속,(확정)부품,일반경쟁,헬기총괄계약팀,123840625,단가제,3차공고중,김순미
2020-06-30,BMDH0001001,화학장비부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,95084236.8,단가제,3차공고의뢰중,김주혜
2020-06-30,BDDH0001004,통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,847320126.8,단가제,3차공고의뢰중,오병석
2020-06-30,BABB0009001,UH-60 연료공급기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,849660000,,계약,임승관
2020-06-30,BABB0003001,소형정찰헬기(BO-105) 부품 정비,장비정비,수의계약,기반전력사업국제계약팀,834777146,,계약,임승관
2020-06-30,BGDH0002004,육군기동부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,345466900.8,단가제,1차공고중,오병석
2020-06-30,PJOH0802002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,218547224.7,단가제,부분계약,이미라
2020-06-30,PDDH0021004,해군통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,4694242563.5,단가제,3차공고의뢰중,안소민
2020-06-30,PCDH0801004,해군함정부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,872247699.4,단가제,3차공고의뢰중,전병서
2020-06-30,WGDH0806002,상륙장갑차 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,26310233.6,단가제,3차공고의뢰중,이미라
2020-06-30,BADH0007003,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1204656825.4,단가제,3차공고의뢰중,이영수
2020-06-30,BDBB0001001,주파수교란장비(GRIFFIN) 부품정비,장비정비,수의계약,기반전력사업국제계약팀,415766127,,계약,임승관
2020-06-30,DRGB0478001,CN-235 기술도서,기술도서,수의계약,기반전력사업국제계약팀,387122981.7,,계약,이지수
2020-06-30,WADQ0002002,상륙기동헬기 지원장비,(확정)부품,일반경쟁,헬기총괄계약팀,93549901,단가제,3차공고중,김순미
2020-06-30,BFDH0001004,방공부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2517472274.8,단가제,3차공고의뢰중,김덕경
2020-06-30,BADH0002001,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2742742118.9,단가제,3차공고의뢰중,김기환
2020-06-30,BABB0004001,KUH 구성품 국외정비,장비정비,수의계약,기반전력사업국제계약팀,1150060482.2,,계약,임승관
2020-06-30,BBBB0001001,쌍안경(VECTOR 21) 부품정비,장비정비,수의계약,기반전력사업국제계약팀,358228466.3,,계약,임승관
2020-06-30,PBDH0022002,해군화력부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1113777072.8,단가제,3차공고의뢰중,안소민
2020-06-30,DAMB0102001,CAD/PAD 수리부속,한도액부품,수의계약,기반전력사업국제계약팀,15438910810,,계약,김애리
2020-06-30,BGDH0001001,육군기동부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,158638792.9,단가제,1차공고중,오병석
2020-06-30,BEDH0001001,일반장비부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1119275087,단가제,3차공고의뢰중,김주혜
2020-06-30,BEDH0001003,일반장비부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,677920770.8,단가제,3차공고의뢰중,김주혜
2020-06-30,BABB0010001,UH-60 인양기 정비,장비정비,수의계약,기반전력사업국제계약팀,398499108,,계약,임승관
2020-06-30,PBDH0022004,해군화력부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1073819824,단가제,3차공고의뢰중,안소민
2020-06-30,BEDH0002002,일반장비부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,20406120,단가제,2차공고의뢰중,김주혜
2020-06-30,PABB0476001,AW-159 항공기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,7574352380,,계약,곽종채
2020-06-30,BJOH0801002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,517104170.8,단가제,계약,이미라
2020-06-30,BDDH0001002,통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,365733314.8,단가제,3차공고의뢰중,오병석
2020-06-30,BGDH0001002,육군기동부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1198339912.7,단가제,3차공고의뢰중,오병석
2020-06-30,BADH0807001,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2373050447.6,단가제,3차공고의뢰중,이영수
2020-06-30,BADH0007004,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,362631329.9,단가제,3차공고의뢰중,이영수
2020-06-30,PCDH0801002,해군함정부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,4159689529.8,단가제,3차공고의뢰중,전병서
2020-06-30,BADH0003001,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,481461731.1,단가제,3차공고의뢰중,김나영
2020-06-30,BADH0004004,UH-1H 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1781039204,단가제,3차공고의뢰중,김나영
2020-06-30,PCAH0815002,수중음속측정기,장비,수의계약,미래전력사업국제확정계약팀,359084880,총액제,판단완료,함송희
2020-06-30,BMDH0001002,화학장비부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,18579398.6,단가제,3차공고의뢰중,김주혜
2020-06-30,DADH0805004,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1298392982.6,단가제,3차공고의뢰중,이미라
2020-06-30,DJOH0803004,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,600779330.2,단가제,3차공고의뢰중,이미라
2020-06-30,BFDH0001002,방공부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1754968041.4,단가제,3차공고의뢰중,김덕경
2020-06-30,BADH0004001,UH-1H 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,304161667.6,단가제,2차공고의뢰중,김나영
2020-06-30,BADQ0002002,TAURUS 지원장비 부품정비,(확정)부품,일반경쟁,헬기총괄계약팀,2630280,단가제,3차공고중,김순미
2020-06-30,DADH0805002,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2167817752.1,단가제,3차공고의뢰중,이미라
2020-06-30,DJOH0803002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,365597000.3,단가제,계약,이미라
2020-06-30,BGDH0001004,육군기동부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,833659271.9,단가제,1차공고중,오병석
2020-06-30,BADH0001004,AH-1S 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,749210196,단가제,3차공고의뢰중,김나영
2020-06-30,BABB0011001,통신 구성품 수리부속(UH-60),장비정비,수의계약,기반전력사업국제계약팀,283043784.8,,계약,임승관
2020-06-30,BABB0007001,UAV 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1609868247.4,,계약,임승관
2020-06-30,BABB0013001,CH-47D HOIST 정비,장비정비,수의계약,기반전력사업국제계약팀,230622000,,계약,임승관
2020-06-30,BADH0003004,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,324994950,단가제,3차공고의뢰중,김나영
2020-07-01,9DAH0010002,향백체계 성능개선(서버 및 워크스테이션 교체),장비,수의계약,미래전력사업국제확정계약팀,4105500000,총액제,계약,이후정
2020-07-01,DABB0121001,HH-32 부품정비,장비정비,수의계약,기반전력사업국제계약팀,3332540010.1,,계약,이지원
2020-07-01,DABB0127001,HH-60 부품정비(PLS),장비정비,수의계약,기반전력사업국제계약팀,219912000,,계약,이지원
2020-07-01,DABB0120001,C-130H 성능개량사업(1차),장비정비,수의계약,기반전력사업국제계약팀,398988067.1,,계약,이지원
2020-07-01,DABB0124001,HH-60 부품정비,장비정비,수의계약,기반전력사업국제계약팀,994317578.1,,계약,이지원
2020-07-01,DABB0131001,방공관제레이더 부품정비,장비정비,수의계약,기반전력사업국제계약팀,449628219.6,,판단완료,이지원
2020-07-01,DAMB0123001,HH-32 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,6256196674.7,,판단완료,이지원
2020-07-01,DABB0122001,AS-332 기체 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1485937934.6,,계약,이지원
2020-07-01,DAMB0127001,KT-1 엔진 부품 구매,한도액부품,수의계약,기반전력사업국제계약팀,5785899368.9,,계약,이지원
2020-07-01,DAMB0130001,탄도탄조기경보레이더 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,457916522,,계약,이지원
2020-07-01,DABB0123001,AS-332 기관 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1879583877.5,,계약,이지원
2020-07-10,DABB0488001,F-15K 기관 부품정비,장비정비,수의계약,기반전력사업국제계약팀,8011479018.9,,계약,이귀천
2020-07-28,DFAK0004002,패트리어트 통제소/발전기 탑재차량(7톤),장비,2단계경쟁(동시),기동총괄계약팀,6572250000,총액제,계약,하태용
2020-07-28,DFAK0005002,패트리어트 레이더/발사대 탑재차량(15톤),장비,2단계경쟁(동시),기동총괄계약팀,7089750000,총액제,계약,하태용
2020-07-30,DJOH0001002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,63592053,단가제,판단중,이선미
2020-07-30,BMDH0002002,화학장비부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,4260866.4,단가제,2차공고중,김주혜
2020-07-30,DADH0001004,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2325164800,단가제,2차공고중,이선미
2020-07-30,PAMB0143001,해상초계기 전자통신 부품구매 BOA,한도액부품,수의계약,기반전력사업국제계약팀,2702548869.3,,판단완료,지한구
2020-07-30,BGDH0003002,육군기동부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,107140460,단가제,2차공고중,오병석
2020-07-30,DADH0001002,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,149873360,단가제,2차공고중,이선미
